State Code,County Code,Site Num,Latitude,Longitude,Parameter Name,Sample Duration,Pollutant_Standard,Date Local,Units_ of_ Measure,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Local Site Name,State_ Name,County _Name,City Name,CBSA Name,Date of Last Change
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/21/2019,Parts per million,24,100,0.391667,0.4,2,5,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/22/2019,Parts per million,24,100,0.508333,0.6,3,7,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/23/2019,Parts per million,24,100,0.608333,0.7,15,8,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/24/2019,Parts per million,24,100,0.516667,0.7,0,8,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/25/2019,Parts per million,24,100,0.45,0.5,0,6,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/26/2019,Parts per million,24,100,0.5125,0.6,2,7,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/27/2019,Parts per million,24,100,0.425,0.5,13,6,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/28/2019,Parts per million,24,100,0.370833,0.5,1,6,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/29/2019,Parts per million,24,100,0.370833,0.4,0,5,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/30/2019,Parts per million,24,100,0.354167,0.4,9,5,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,27,6,39.14313,-76.84611,Carbon monoxide,8-HR RUN AVG END HOUR,CO 8-hour 1971,12/31/2019,Parts per million,24,100,0.266667,0.3,0,3,Howard County Near Road,Maryland,Howard,North Laurel,"Baltimore-Columbia-Towson, MD",10/2/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/1/2019,Parts per million,24,100,0.104625,0.145,0,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/2/2019,Parts per million,21,88,0.11281,0.208,10,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/3/2019,Parts per million,21,88,0.196714,0.38,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/4/2019,Parts per million,24,100,0.373417,1.037,9,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/5/2019,Parts per million,24,100,0.11875,0.158,11,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/6/2019,Parts per million,24,100,0.117,0.188,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/7/2019,Parts per million,23,96,0.084826,0.13,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/8/2019,Parts per million,23,96,0.19413,0.351,18,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/9/2019,Parts per million,24,100,0.098458,0.12,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/10/2019,Parts per million,24,100,0.101875,0.126,11,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/11/2019,Parts per million,24,100,0.140875,0.292,21,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/12/2019,Parts per million,24,100,0.096208,0.234,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/13/2019,Parts per million,24,100,0.195583,0.259,17,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/14/2019,Parts per million,24,100,0.177917,0.396,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/15/2019,Parts per million,21,88,0.223095,0.6,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/16/2019,Parts per million,23,96,0.382304,0.924,3,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/17/2019,Parts per million,24,100,0.163833,0.273,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/18/2019,Parts per million,23,96,0.240696,0.656,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/19/2019,Parts per million,24,100,0.120125,0.307,6,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/20/2019,Parts per million,24,100,0.123292,0.188,0,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/21/2019,Parts per million,24,100,0.07975,0.146,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/22/2019,Parts per million,23,96,0.189478,0.284,15,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/23/2019,Parts per million,24,100,0.110375,0.224,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/24/2019,Parts per million,24,100,0.0855,0.157,15,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/25/2019,Parts per million,24,100,0.102375,0.175,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/26/2019,Parts per million,24,100,0.172375,0.384,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/27/2019,Parts per million,24,100,0.241708,0.408,1,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/28/2019,Parts per million,24,100,0.103208,0.203,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,1/29/2019,Parts per million,2,8,0.184,0.193,0,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/5/2019,Parts per million,13,54,0.117538,0.22,11,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/6/2019,Parts per million,24,100,0.2135,0.393,6,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/7/2019,Parts per million,24,100,0.16725,0.24,9,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/8/2019,Parts per million,24,100,0.116208,0.318,9,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/9/2019,Parts per million,24,100,0.1415,0.251,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/10/2019,Parts per million,23,96,0.200087,0.375,3,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/11/2019,Parts per million,24,100,0.166833,0.243,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/12/2019,Parts per million,23,96,0.139957,0.216,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/13/2019,Parts per million,24,100,0.132417,0.238,1,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/14/2019,Parts per million,24,100,0.147917,0.372,9,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/15/2019,Parts per million,23,96,0.131522,0.191,19,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/16/2019,Parts per million,24,100,0.093,0.179,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/17/2019,Parts per million,24,100,0.131708,0.174,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/18/2019,Parts per million,24,100,0.170625,0.258,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/19/2019,Parts per million,23,96,0.123261,0.241,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/20/2019,Parts per million,24,100,0.137708,0.214,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/21/2019,Parts per million,24,100,0.201542,0.388,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/22/2019,Parts per million,24,100,0.131708,0.322,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/23/2019,Parts per million,24,100,0.162708,0.368,3,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/24/2019,Parts per million,24,100,0.183,0.234,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/25/2019,Parts per million,24,100,0.102792,0.169,20,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/26/2019,Parts per million,21,88,0.148524,0.181,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/27/2019,Parts per million,24,100,0.177125,0.206,2,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,2/28/2019,Parts per million,24,100,0.137667,0.173,3,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/1/2019,Parts per million,24,100,0.152083,0.237,21,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/2/2019,Parts per million,24,100,0.201417,0.264,10,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/3/2019,Parts per million,24,100,0.172583,0.217,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/4/2019,Parts per million,24,100,0.105958,0.157,0,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/5/2019,Parts per million,23,96,0.139217,0.17,6,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/6/2019,Parts per million,24,100,0.138708,0.177,20,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/7/2019,Parts per million,24,100,0.155917,0.286,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/8/2019,Parts per million,24,100,0.204375,0.334,4,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/9/2019,Parts per million,24,100,0.131458,0.201,1,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/10/2019,Parts per million,1,4,0.14,0.14,0,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/11/2019,Parts per million,16,67,0.12325,0.16,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/12/2019,Parts per million,23,96,0.174087,0.315,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/13/2019,Parts per million,24,100,0.226333,0.465,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/14/2019,Parts per million,24,100,0.11625,0.229,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/15/2019,Parts per million,24,100,0.116875,0.157,19,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/16/2019,Parts per million,24,100,0.08875,0.125,15,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/17/2019,Parts per million,24,100,0.119792,0.182,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/18/2019,Parts per million,24,100,0.1445,0.228,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/19/2019,Parts per million,19,79,0.145421,0.197,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/20/2019,Parts per million,24,100,0.186458,0.385,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/21/2019,Parts per million,24,100,0.332792,0.387,16,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/22/2019,Parts per million,23,96,0.149609,0.194,6,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/23/2019,Parts per million,24,100,0.145583,0.179,15,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/24/2019,Parts per million,24,100,0.19075,0.449,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/25/2019,Parts per million,24,100,0.18775,0.354,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/26/2019,Parts per million,22,92,0.230409,0.261,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/27/2019,Parts per million,23,96,0.147261,0.267,6,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/28/2019,Parts per million,22,92,0.142318,0.223,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/29/2019,Parts per million,24,100,0.21975,0.333,10,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/30/2019,Parts per million,24,100,0.2185,0.329,5,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,3/31/2019,Parts per million,24,100,0.123458,0.15,8,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/1/2019,Parts per million,23,96,0.130304,0.168,13,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/2/2019,Parts per million,22,92,0.144909,0.302,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/3/2019,Parts per million,24,100,0.193458,0.372,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/4/2019,Parts per million,24,100,0.170917,0.334,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/5/2019,Parts per million,23,96,0.156913,0.214,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/6/2019,Parts per million,24,100,0.20275,0.332,23,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/7/2019,Parts per million,24,100,0.275083,0.514,7,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
24,33,30,39.055277,-76.878333,Carbon monoxide,1 HOUR,CO 1-hour 1971,4/8/2019,Parts per million,24,100,0.197333,0.315,22,,HU-Beltsville,Maryland,Prince George's,Beltsville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1/16/2020
